"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"1734","DJW0CNSV","","DJS Gl1800xAm CnMt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1735","DJW0FSV","","DJS Gl1800xAm FnSv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1736","DJW0FSVE","","DJS Gl1800xAm FnSv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1737","DJW0FSVR","","DJS Gl1800xAm FnSv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1738","DJW0FSVV","","DJS Gl1800xAm FnSv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1739","DJW0FOB","","DJS Gl1800xAm FBv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1740","DJW0FOBE","","DJS Gl1800xAm FBv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1741","DJW0FOBR","","DJS Gl1800xAm FBv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1742","DJW0FOBV","","DJS Gl1800xAm FBv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1743","DJW0HCR","","DJS Gl1800xAm HtCr USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1744","DJW0HCRE","","DJS Gl1800xAm HtCr EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1745","DJW0HCRR","","DJS Gl1800xAm HtCr EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1746","DJW0HCRV","","DJS Gl1800xAm HtCr USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1747","DJW0IGS","","DJS Gl1800xAm InGS USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1748","DJW0IGSE","","DJS Gl1800xAm InGS EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1749","DJW0IGSR","","DJS Gl1800xAm InGS EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1750","DJW0IGSV","","DJS Gl1800xAm InGS USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1751","DJW0INS","","DJS Gl1800xAm Ins USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1752","DJW0INSE","","DJS Gl1800xAm Ins EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1753","DJW0INSR","","DJS Gl1800xAm Ins EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1754","DJW0INSV","","DJS Gl1800xAm Ins USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1755","DJW0MDI","","DJS Gl1800xAm Mda USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1756","DJW0MDIE","","DJS Gl1800xAm Mda EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1757","DJW0MDIR","","DJS Gl1800xAm Mda EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1758","DJW0MDIV","","DJS Gl1800xAm Mda USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1759","DJW0ENE","","DJS Gl1800xAm OlGs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1760","DJW0ENEE","","DJS Gl1800xAm OlGs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1761","DJW0ENER","","DJS Gl1800xAm OlGs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1762","DJW0ENEV","","DJS Gl1800xAm OlGs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1763","DJW0NCG","","DJS Gl1800xAm PHdG USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1764","DJW0NCGE","","DJS Gl1800xAm PHdG EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1765","DJW0NCGR","","DJS Gl1800xAm PHdG EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1766","DJW0NCGV","","DJS Gl1800xAm PHdG USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1767","SXGXAREP","","DJS Gl1800xAm RealEst EUR (Price)","Global","Supersector","EUR","Price","22-Sep-08"
"1768","SXGXARER","","DJS Gl1800xAm RealEst EUR (Return)","Global","Supersector","EUR","Return","22-Sep-08"
"1769","SXGXAREL","","DJS Gl1800xAm RealEst USD (Price)","Global","Supersector","USD","Price","22-Sep-08"
"1770","SXGXAREV","","DJS Gl1800xAm RealEst USD (Return)","Global","Supersector","USD","Return","22-Sep-08"
"1771","DJW0RTS","","DJS Gl1800xAm Rt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1772","DJW0RTSE","","DJS Gl1800xAm Rt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1773","DJW0RTSR","","DJS Gl1800xAm Rt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1774","DJW0RTSV","","DJS Gl1800xAm Rt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1775","DJW0TEC","","DJS Gl1800xAm Tec USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1776","DJW0TECE","","DJS Gl1800xAm Tec EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1777","DJW0TECR","","DJS Gl1800xAm Tec EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1778","DJW0TECV","","DJS Gl1800xAm Tec USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1779","DJW0TLS","","DJS Gl1800xAm Tls USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1780","DJW0TLSE","","DJS Gl1800xAm Tls EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1781","DJW0TLSR","","DJS Gl1800xAm Tls EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1782","DJW0TLSV","","DJS Gl1800xAm Tls USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1783","DJW0CGS","","DJS Gl1800xAm TvLs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1784","DJW0CGSE","","DJS Gl1800xAm TvLs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1785","DJW0CGSR","","DJS Gl1800xAm TvLs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1786","DJW0CGSV","","DJS Gl1800xAm TvLs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1787","DJW0UTI","","DJS Gl1800xAm Utl USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1788","DJW0UTIE","","DJS Gl1800xAm Utl EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1789","DJW0UTIR","","DJS Gl1800xAm Utl EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1790","DJW0UTIV","","DJS Gl1800xAm Utl USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1791","DJW9ATO","","DJS Gl1800xAP AtPt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1792","DJW9ATOE","","DJS Gl1800xAP AtPt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1793","DJW9ATOR","","DJS Gl1800xAP AtPt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1794","DJW9ATOV","","DJS Gl1800xAP AtPt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1795","DJW9BNK","","DJS Gl1800xAP Bks USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1796","DJW9BNKE","","DJS Gl1800xAP Bks EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1797","DJW9BNKR","","DJS Gl1800xAP Bks EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1798","DJW9BNKV","","DJS Gl1800xAP Bks USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1799","DJW9BAS","","DJS Gl1800xAP BsRs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1800","DJW9BASE","","DJS Gl1800xAP BsRs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1801","DJW9BASR","","DJS Gl1800xAP BsRs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1802","DJW9BASV","","DJS Gl1800xAP BsRs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1803","DJW9CHM","","DJS Gl1800xAP Chm USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1804","DJW9CHME","","DJS Gl1800xAP Chm EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1805","DJW9CHMR","","DJS Gl1800xAP Chm EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1806","DJW9CHMV","","DJS Gl1800xAP Chm USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1807","DJW9CNS","","DJS Gl1800xAP CnMt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1808","DJW9CNSE","","DJS Gl1800xAP CnMt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1809","DJW9CNSR","","DJS Gl1800xAP CnMt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1810","DJW9CNSV","","DJS Gl1800xAP CnMt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1811","DJW9FSV","","DJS Gl1800xAP FnSv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1812","DJW9FSVE","","DJS Gl1800xAP FnSv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1813","DJW9FSVR","","DJS Gl1800xAP FnSv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1814","DJW9FSVV","","DJS Gl1800xAP FnSv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1815","DJW9FOB","","DJS Gl1800xAP FBv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1816","DJW9FOBE","","DJS Gl1800xAP FBv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1817","DJW9FOBR","","DJS Gl1800xAP FBv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1818","DJW9FOBV","","DJS Gl1800xAP FBv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1819","DJW9HCR","","DJS Gl1800xAP HtCr USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1820","DJW9HCRE","","DJS Gl1800xAP HtCr EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1821","DJW9HCRR","","DJS Gl1800xAP HtCr EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1822","DJW9HCRV","","DJS Gl1800xAP HtCr USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1823","DJW9IGS","","DJS Gl1800xAP InGS USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1824","DJW9IGSE","","DJS Gl1800xAP InGS EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1825","DJW9IGSR","","DJS Gl1800xAP InGS EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1826","DJW9IGSV","","DJS Gl1800xAP InGS USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1827","DJW9INS","","DJS Gl1800xAP Ins USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1828","DJW9INSE","","DJS Gl1800xAP Ins EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1829","DJW9INSR","","DJS Gl1800xAP Ins EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1830","DJW9INSV","","DJS Gl1800xAP Ins USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1831","DJW9MDI","","DJS Gl1800xAP Mda USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1832","DJW9MDIE","","DJS Gl1800xAP Mda EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1833","DJW9MDIR","","DJS Gl1800xAP Mda EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1834","DJW9MDIV","","DJS Gl1800xAP Mda USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1835","DJW9ENE","","DJS Gl1800xAP OlGs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1836","DJW9ENEE","","DJS Gl1800xAP OlGs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1837","DJW9ENER","","DJS Gl1800xAP OlGs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1838","DJW9ENEV","","DJS Gl1800xAP OlGs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1839","DJW9NCG","","DJS Gl1800xAP PHdG USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1840","DJW9NCGE","","DJS Gl1800xAP PHdG EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1841","DJW9NCGR","","DJS Gl1800xAP PHdG EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1842","DJW9NCGV","","DJS Gl1800xAP PHdG USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1843","SGXAPREP","","DJS Gl1800xAP RealEst EUR (Price)","Global","Supersector","EUR","Price","22-Sep-08"
"1844","SGXAPRER","","DJS Gl1800xAP RealEst EUR (Return)","Global","Supersector","EUR","Return","22-Sep-08"
"1845","SGXAPREL","","DJS Gl1800xAP RealEst USD (Price)","Global","Supersector","USD","Price","22-Sep-08"
"1846","SGXAPREV","","DJS Gl1800xAP RealEst USD (Return)","Global","Supersector","USD","Return","22-Sep-08"
"1847","DJW9RTS","","DJS Gl1800xAP Rt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1848","DJW9RTSE","","DJS Gl1800xAP Rt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1849","DJW9RTSR","","DJS Gl1800xAP Rt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1850","DJW9RTSV","","DJS Gl1800xAP Rt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1851","DJW9TEC","","DJS Gl1800xAP Tec USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1852","DJW9TECE","","DJS Gl1800xAP Tec EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1853","DJW9TECR","","DJS Gl1800xAP Tec EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1854","DJW9TECV","","DJS Gl1800xAP Tec USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1855","DJW9TLS","","DJS Gl1800xAP Tls USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1856","DJW9TLSE","","DJS Gl1800xAP Tls EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1857","DJW9TLSR","","DJS Gl1800xAP Tls EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1858","DJW9TLSV","","DJS Gl1800xAP Tls USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1859","DJW9CGS","","DJS Gl1800xAP TvLs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1860","DJW9CGSE","","DJS Gl1800xAP TvLs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1861","DJW9CGSR","","DJS Gl1800xAP TvLs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1862","DJW9CGSV","","DJS Gl1800xAP TvLs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1863","DJW9UTI","","DJS Gl1800xAP Utl USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1864","DJW9UTIE","","DJS Gl1800xAP Utl EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1865","DJW9UTIR","","DJS Gl1800xAP Utl EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1866","DJW9UTIV","","DJS Gl1800xAP Utl USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1867","DJW8ATO","","DJS Gl1800xEu AtPt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1868","DJW8ATOE","","DJS Gl1800xEu AtPt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1869","DJW8ATOR","","DJS Gl1800xEu AtPt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1870","DJW8ATOV","","DJS Gl1800xEu AtPt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1871","DJW8BNK","","DJS Gl1800xEu Bk USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1872","DJW8BNKE","","DJS Gl1800xEu Bk EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1873","DJW8BNKR","","DJS Gl1800xEu Bk EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1874","DJW8BNKV","","DJS Gl1800xEu Bk USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1875","DJW8BAS","","DJS Gl1800xEu BsRs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1876","DJW8BASE","","DJS Gl1800xEu BsRs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1877","DJW8BASR","","DJS Gl1800xEu BsRs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1878","DJW8BASV","","DJS Gl1800xEu BsRs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1879","DJW8CHM","","DJS Gl1800xEu Chm USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1880","DJW8CHME","","DJS Gl1800xEu Chm EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1881","DJW8CHMR","","DJS Gl1800xEu Chm EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1882","DJW8CHMV","","DJS Gl1800xEu Chm USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1883","DJW8CNS","","DJS Gl1800xEu CnMt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1884","DJW8CNSE","","DJS Gl1800xEu CnMt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1885","DJW8CNSR","","DJS Gl1800xEu CnMt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1886","DJW8CNSV","","DJS Gl1800xEu CnMt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1887","DJW8FSV","","DJS Gl1800xEu FnSv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1888","DJW8FSVE","","DJS Gl1800xEu FnSv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1889","DJW8FSVR","","DJS Gl1800xEu FnSv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1890","DJW8FSVV","","DJS Gl1800xEu FnSv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1891","DJW8FOB","","DJS Gl1800xEu FdBv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1892","DJW8FOBE","","DJS Gl1800xEu FdBv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1893","DJW8FOBR","","DJS Gl1800xEu FdBv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1894","DJW8FOBV","","DJS Gl1800xEu FdBv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1895","DJW8HCR","","DJS Gl1800xEu HtCr USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1896","DJW8HCRE","","DJS Gl1800xEu HtCr EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1897","DJW8HCRR","","DJS Gl1800xEu HtCr EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1898","DJW8HCRV","","DJS Gl1800xEu HtCr USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1899","DJW8IGS","","DJS Gl1800xEu IdGS USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1900","DJW8IGSE","","DJS Gl1800xEu IdGS EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1901","DJW8IGSR","","DJS Gl1800xEu IdGS EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1902","DJW8IGSV","","DJS Gl1800xEu IdGS USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1903","DJW8INS","","DJS Gl1800xEu Ins USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1904","DJW8INSE","","DJS Gl1800xEu Ins EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1905","DJW8INSR","","DJS Gl1800xEu Ins EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1906","DJW8INSV","","DJS Gl1800xEu Ins USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1907","DJW8MDI","","DJS Gl1800xEu Mda USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1908","DJW8MDIE","","DJS Gl1800xEu Mda EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1909","DJW8MDIR","","DJS Gl1800xEu Mda EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1910","DJW8MDIV","","DJS Gl1800xEu Mda USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1911","DJW8ENE","","DJS Gl1800xEu OlGs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1912","DJW8ENEE","","DJS Gl1800xEu OlGs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1913","DJW8ENER","","DJS Gl1800xEu OlGs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1914","DJW8ENEV","","DJS Gl1800xEu OlGs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1915","DJW8NCG","","DJS Gl1800xEu PHdG USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1916","DJW8NCGE","","DJS Gl1800xEu PHdG EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1917","DJW8NCGR","","DJS Gl1800xEu PHdG EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1918","DJW8NCGV","","DJS Gl1800xEu PHdG USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1919","SXGXEREP","","DJS Gl1800xEu RealEst EUR (Price)","Global","Supersector","EUR","Price","22-Sep-08"
"1920","SXGXERER","","DJS Gl1800xEu RealEst EUR (Return)","Global","Supersector","EUR","Return","22-Sep-08"
"1921","SXGXEREL","","DJS Gl1800xEu RealEst USD (Price)","Global","Supersector","USD","Price","22-Sep-08"
"1922","SXGXEREV","","DJS Gl1800xEu RealEst USD (Return)","Global","Supersector","USD","Return","22-Sep-08"
"1923","DJW8RTS","","DJS Gl1800xEu Rt USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1924","DJW8RTSE","","DJS Gl1800xEu Rt EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1925","DJW8RTSR","","DJS Gl1800xEu Rt EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1926","DJW8RTSV","","DJS Gl1800xEu Rt USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1927","DJW8TEC","","DJS Gl1800xEu Tec USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1928","DJW8TECE","","DJS Gl1800xEu Tec EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1929","DJW8TECR","","DJS Gl1800xEu Tec EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1930","DJW8TECV","","DJS Gl1800xEu Tec USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1931","DJW8TLS","","DJS Gl1800xEu Tls USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1932","DJW8TLSE","","DJS Gl1800xEu Tls EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1933","DJW8TLSR","","DJS Gl1800xEu Tls EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1934","DJW8TLSV","","DJS Gl1800xEu Tls USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1935","DJW8CGS","","DJS Gl1800xEu TvLs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1936","DJW8CGSE","","DJS Gl1800xEu TvLs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1937","DJW8CGSR","","DJS Gl1800xEu TvLs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1938","DJW8CGSV","","DTSTX1800xEuTvLs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1939","DJW8UTI","","DJS Gl1800xEu Utl USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1940","DJW8UTIE","","DJS Gl1800xEu Utl EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1941","DJW8UTIR","","DJS Gl1800xEu Utl EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1942","DJW8UTIV","","DJS Gl1800xEu Utl USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1943","DJW1FSV","","DJS Gl1800 FnSv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1944","DJW1FSVE","","DJS Gl1800 FnSv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1945","DJW1FSVR","","DJS Gl1800 FnSv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1946","DJW1FSVV","","DJS Gl1800 FnSv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1947","DJW1FOB","","DJS Gl1800 FdBv USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1948","DJW1FOBE","","DJS Gl1800 FdBv EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1949","DJW1FOBR","","DJS Gl1800 FdBv EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1950","DJW1FOBV","","DJS Gl1800 FdBv USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1951","DJW1HCR","","DJS Gl1800 HtCr USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1952","DJW1HCRE","","DJS Gl1800 HtCr EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1953","DJW1HCRR","","DJS Gl1800 HtCr EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1954","DJW1HCRV","","DJS Gl1800 HtCr USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1955","DJW1IGS","","DJS Gl1800 IGS USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1956","DJW1IGSE","","DJS Gl1800 IGS EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1957","DJW1IGSR","","DJS Gl1800 IGS EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1958","DJW1IGSV","","DJS Gl1800 IGS USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1959","DJW1INS","","DJS Gl1800 Ins USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1960","DJW1INSE","","DJS Gl1800 Ins EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1961","DJW1INSR","","DJS Gl1800 Ins EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1962","DJW1INSV","","DJS Gl1800 Ins USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1963","DJW1MDI","","DJS Gl1800 Mda USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1964","DJW1MDIE","","DJS Gl1800 Mda EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1965","DJW1MDIR","","DJS Gl1800 Mda EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1966","DJW1MDIV","","DJS Gl1800 Mda USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1967","DJW1ENE","","DJS Gl1800 OlGs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1968","DJW1ENEE","","DJS Gl1800 OlGs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1969","DJW1ENER","","DJS Gl1800 OlGs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1970","DJW1ENEV","","DJS Gl1800 OlGs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
